iata,name,city,state,country,elevation,lat,lon,tz
VND,Vangaindrano Airport,Vangaindrano,Atsimo-Atsinanana,MG,45,-23.35076659,47.58170128,Indian/Antananarivo
BKU,Betioky Airport,Betioky,Atsimo-Andrefana,MG,919,-23.7329998,44.38899994,Indian/Antananarivo
AMP,Ampanihy Airport,Ampanihy,Atsimo-Andrefana,MG,771,-24.6996994,44.73419952,Indian/Antananarivo
WAK,Ankazoabo Airport,Ankazoabo,,MG,1411,-22.29644235,44.5315361,Indian/Antananarivo
AZZ,Ambriz Airport,Ambriz,Bengo,AO,144,-7.862219811,13.11610031,Africa/Luanda
SSY,Mbanza Congo Airport,Mbanza Congo,Zaire,AO,1860,-6.269899845,14.24699974,Africa/Luanda
BUG,Benguela Airport,Benguela,Benguela,AO,118,-12.60900021,13.40369987,Africa/Luanda
CAB,Cabinda Airport,Cabinda,Cabinda,AO,66,-5.596990109,12.18840027,Africa/Luanda
CFF,Cafunfo Airport,Cafunfo,Luanda-Norte,AO,0,-8.783610344,17.98970032,Africa/Luanda
PGI,Chitato Airport,Chitato,Luanda-Norte,AO,2500,-7.358890057,20.80470085,Africa/Luanda
CBT,Catumbela Airport,Catumbela,Benguela,AO,0,-12.47920036,13.48690033,Africa/Luanda
CTI,Cuito Cuanavale Airport,Cuito Cuanavale,Cuando-Cobango,AO,0,-15.16030025,19.15609932,Africa/Luanda
CXM,Camaxilo Airport,Camaxilo,Luanda-Norte,AO,3957,-8.373609543,18.92359924,Africa/Luanda
CAV,Cazombo Airport,Cazombo,Moxico,AO,3700,-11.89309978,22.91640091,Africa/Luanda
DUE,Dundo Airport,Chitato,Luanda-Norte,AO,2451,-7.400889874,20.81850052,Africa/Luanda
VPE,Ngjiva Pereira Airport,Ngiva,Cunene,AO,3566,-17.0435009,15.68379974,Africa/Luanda
NOV,Nova Lisboa Airport,Huambo,Huambo,AO,5587,-12.80889988,15.76049995,Africa/Luanda
SVP,Kuito Airport,Kuito,Bíe,AO,5618,-12.40460014,16.94739914,Africa/Luanda
LAD,Quatro De Fevereiro Airport,Luanda,Luanda,AO,243,-8.858369827,13.23120022,Africa/Luanda
MEG,Malanje Airport,Malanje,Malanje,AO,3868,-9.525090218,16.31240082,Africa/Luanda
SPP,Menongue Airport,Menongue,Cuando-Cobango,AO,4469,-14.6576004,17.71980095,Africa/Luanda
MSZ,Namibe Airport,Namibe,Namibe,AO,210,-15.26119995,12.14680004,Africa/Luanda
GXG,Negage Airport,Negage,Uíge,AO,4105,-7.754509926,15.2876997,Africa/Luanda
PBN,Porto Amboim Airport,Port Amboim,Kwanza-Sul,AO,16,-10.72200012,13.76550007,Africa/Luanda
VHC,Saurimo Airport,Saurimo,Lunda-Sul,AO,3584,-9.689069748,20.43190002,Africa/Luanda
SZA,Soyo Airport,Soyo,Zaire,AO,15,-6.141089916,12.37180042,Africa/Luanda
NDD,Sumbe Airport,Sumbe,Kwanza-Sul,AO,36,-11.16790009,13.84749985,Africa/Luanda
UAL,Luau Airport,Luau,Moxico,AO,3609,-10.71580029,22.23110008,Africa/Luanda
SDD,Lubango Airport,Lubango,Huíla,AO,5778,-14.92469978,13.57499981,Africa/Luanda
LUO,Luena Airport,Luena,Moxico,AO,4360,-11.76809978,19.89769936,Africa/Luanda
UGO,Uige Airport,Uige,Uíge,AO,2720,-7.603069782,15.02779961,Africa/Luanda
CEO,Waco Kungo Airport,Waco Kungo,Benguela,AO,4324,-11.42640018,15.10140038,Africa/Luanda
XGN,Xangongo Airport,Xangongo,Cunene,AO,3635,-16.7553997,14.96529961,Africa/Luanda
ARZ,N'zeto Airport,N'zeto,Zaire,AO,69,-7.259439945,12.86310005,Africa/Luanda
BGB,Booue Airport,Booue,Ogooué-Ivindo,GA,604,-0.100000002,11.94999981,Africa/Libreville
KDN,Ndende Airport,Ndende,Ngouni,GA,417,-2.400000095,11.36699963,Africa/Libreville
FOU,Fougamou Airport,Fougamou,Ngouni,GA,263,-1.282999992,10.61699963,Africa/Libreville
MBC,M'Bigou Airport,M'Bigou,Ngouni,GA,2346,-1.883000016,11.93299961,Africa/Libreville
MGX,Moabi Airport,Moabi,Nyanga,GA,787,-2.433000088,11,Africa/Libreville
KDJ,Ville Airport,N'Djole,Moyen-Ogooué,GA,164,-0.182999998,10.75,Africa/Libreville
KOU,Koulamoutou Airport,Koulamoutou,Ogooué-Lolo,GA,1070,-1.184610009,12.44130039,Africa/Libreville
MJL,Mouilla Ville Airport,Mouila,Ngouni,GA,295,-1.84513998,11.05669975,Africa/Libreville
OYE,Oyem Airport,Oyem,Woleu-Ntem,GA,2158,1.543110013,11.58139992,Africa/Libreville
OKN,Okondja Airport,Okondja,Haut-Ogooué,GA,1325,-0.665214002,13.67310047,Africa/Libreville
LBQ,Lambarene Airport,Lambarene,Moyen-Ogooué,GA,82,-0.704388976,10.24569988,Africa/Libreville
MVX,Minvoul Airport,Minvoul,Woleu-Ntem,GA,1969,2.150000095,12.13300037,Africa/Libreville
BMM,Bitam Airport,Bitam,Woleu-Ntem,GA,1969,2.075639963,11.4932003,Africa/Libreville
MFF,Moanda Airport,Moanda,Haut-Ogooué,GA,1877,-1.532999992,13.2670002,Africa/Libreville
MKB,Mekambo Airport,Mekambo,Ogooué-Ivindo,GA,1686,1.01699996,13.93299961,Africa/Libreville
POG,Port Gentil Airport,Port Gentil,Ogooué-Maritime,GA,13,-0.711739004,8.754380226,Africa/Libreville
OMB,Omboue Hopital Airport,Omboue,Ogooué-Maritime,GA,33,-1.574730039,9.262689591,Africa/Libreville
MKU,Makokou Airport,Makokou,Ogooué-Ivindo,GA,1726,0.579210997,12.89089966,Africa/Libreville
LBV,Leon M Ba Airport,Libreville,Estuaire,GA,39,0.458600014,9.412280083,Africa/Libreville
MZC,Mitzic Airport,Mitzic,Woleu-Ntem,GA,1913,0.782999992,11.55000019,Africa/Libreville
MVB,M'Vengue El Hadj Omar Bongo Ondimba International Airport,Franceville,Haut-Ogooué,GA,1450,-1.656159997,13.43799973,Africa/Libreville
LTL,Lastourville Airport,Lastourville,Ogooué-Lolo,GA,1585,-0.826667011,12.74860001,Africa/Libreville
ZKM,Sette Cama Airport,Sette Cama,Ogooué-Maritime,GA,10,-2.532999992,9.767000198,Africa/Libreville
TCH,Tchibanga Airport,Tchibanga,Nyanga,GA,269,-2.849999905,11.0170002,Africa/Libreville
MYB,Mayumba Airport,Mayumba,Nyanga,GA,13,-3.4584198,10.67407608,Africa/Libreville
PCP,Principe Airport,,Príncipe,ST,591,1.662940025,7.411739826,Africa/Sao_Tome
TMS,Sao Tome International Airport,Sao Tome,Sao-Tomé-Island,ST,33,0.37817499,6.712150097,Africa/Sao_Tome
ANO,Angoche Airport,Angoche,Nampula,MZ,121,-16.18186951,39.94521713,Africa/Maputo
BEW,Beira Airport,Beira,Sofala,MZ,33,-19.79640007,34.9076004,Africa/Maputo
FXO,Cuamba Airport,Cuamba,Niassa,MZ,1919,-14.81499958,36.52999878,Africa/Maputo
VPY,Chimoio Airport,Chimoio,Manica,MZ,2287,-19.15130043,33.42900085,Africa/Maputo
IHC,Inhaca Airport,Inhaca,Maputo,MZ,10,-25.9971447,32.92935181,Africa/Maputo
INH,Inhambane Airport,Inhambabe,Inhambane,MZ,30,-23.87639999,35.40850067,Africa/Maputo
VXC,Lichinga Airport,Lichinga,Niassa,MZ,4505,-13.27400017,35.2663002,Africa/Maputo
LFB,Lumbo Airport,Lumbo,Nampula,MZ,33,-15.03310013,40.67169952,Africa/Maputo
MPM,Maputo Airport,Maputo,Maputo,MZ,145,-25.92079926,32.57260132,Africa/Maputo
MUD,Mueda Airport,Mueda,Cabo-Delgado,MZ,2789,-11.6729002,39.56309891,Africa/Maputo
MZB,Mocimboa da Praia Airport,Mocimboa da Praia,Cabo-Delgado,MZ,89,-11.36180019,40.35490036,Africa/Maputo
MNC,Nacala Airport,Nacala,Nampula,MZ,410,-14.48820019,40.71220016,Africa/Maputo
APL,Nampula Airport,Nampula,Nampula,MZ,1444,-15.10560036,39.28179932,Africa/Maputo
POL,Pemba Airport,Pemba / Porto Amelia,Cabo-Delgado,MZ,331,-12.99176216,40.52401352,Africa/Maputo
UEL,Quelimane Airport,Quelimane,Zambézia,MZ,36,-17.85549927,36.86909866,Africa/Maputo
TET,Chingozi Airport,Tete,Tete,MZ,525,-16.10479927,33.64020157,Africa/Maputo
VNX,Vilankulo Airport,Vilanculo,Inhambane,MZ,46,-22.01840019,35.31330109,Africa/Maputo
VJB,Xai-Xai Airport,Xai-Xai,Gaza,MZ,0,-25.03779984,33.62739944,Africa/Maputo
DES,Desroches Airport,Desroches Island,,SC,10,-5.6967,53.6558,Indian/Mahe
SEZ,Seychelles International Airport,Mahe Island,Pointe-Larue,SC,10,-4.674339771,55.52180099,Indian/Mahe
PRI,Praslin Airport,Praslin Island,Grand-Anse-Praslin,SC,10,-4.319290161,55.69139862,Indian/Mahe
BDI,Bird Island Airport,Bird Island,,SC,6,-3.72472,55.205299,Indian/Mahe
DEI,Denis Island Airport,Denis Island,,SC,10,-3.80222,55.666901,Indian/Mahe
FRK,Fregate Island Airport,Fregate Island,Inner-Islands,SC,610,-4.583,55.950001,Indian/Mahe
SRH,Sarh Airport,Sarh,Moyen-Chari,TD,1198,9.144439697,18.37439919,Africa/Ndjamena
OGR,Bongor Airport,Bongor,Mayo-Kebbi-Est,TD,1076,10.28810024,15.3810997,Africa/Ndjamena
AEH,Abeche Airport,,Ouadaï,TD,1788,13.84700012,20.84429932,Africa/Ndjamena
MQQ,Moundou Airport,,Logone-Occidental,TD,1407,8.624409676,16.07139969,Africa/Ndjamena
LTC,Lai Airport,Lai,Tandjilé,TD,1171,9.399999619,16.29999924,Africa/Ndjamena
ATV,Ati Airport,Ati,Batha,TD,1089,13.23890018,18.31329918,Africa/Ndjamena
NDJ,N'Djamena International Airport,N'Djamena,Chari-Baguirmi,TD,968,12.13370037,15.0340004,Africa/Ndjamena
BKR,Bokoro Airport,Bokoro,Hadjer-Lamis,TD,984,12.38300037,17.06699944,Africa/Ndjamena
OTC,Bol Airport,Bol,Lac,TD,955,13.44330025,14.73939991,Africa/Ndjamena
MVO,Mongo Airport,Mongo,Guéra,TD,1414,12.16699982,18.67499924,Africa/Ndjamena
AMC,Am Timan Airport,Am Timan,Salamat,TD,1420,11.0340004,20.27400017,Africa/Ndjamena
PLF,Pala Airport,Pala,Mayo-Kebbi-Ouest,TD,1532,9.378060341,14.92500019,Africa/Ndjamena
OUT,Bousso Airport,Bousso,Chari-Baguirmi,TD,1099,10.4829998,16.71699905,Africa/Ndjamena
AMO,Mao Airport,Mao,Kanem,TD,1072,14.14560032,15.31439972,Africa/Ndjamena
FYT,Faya Largeau Airport,,Borkou,TD,771,17.91710091,19.11109924,Africa/Ndjamena
BUQ,Joshua Mqabuko Nkomo International Airport,Bulawayo,Matabeleland-North,ZW,4359,-20.01740074,28.61790085,Africa/Harare
CHJ,Chipinge Airport,Chipinge,Manicaland,ZW,3720,-20.20669937,32.62829971,Africa/Harare
BFO,Buffalo Range Airport,Chiredzi,Masvingo,ZW,1421,-21.00810051,31.57859993,Africa/Harare
VFA,Victoria Falls International Airport,Victoria Falls,,ZW,3490,-18.09589958,25.8390007,Africa/Harare
HRE,Harare International Airport,Harare,Harare,ZW,4887,-17.93180084,31.09280014,Africa/Harare
KAB,Kariba International Airport,Kariba,,ZW,1706,-16.51980019,28.88500023,Africa/Harare
UTA,Mutare Airport,,Manicaland,ZW,3410,-18.99749947,32.62720108,Africa/Harare
MVZ,Masvingo International Airport,Masvingo,Masvingo,ZW,3595,-20.05529976,30.85910034,Africa/Harare
GWE,Thornhill Air Base,Gweru,,ZW,4680,-19.43639946,29.86190033,Africa/Harare
HWN,Hwange National Park Airport,Hwange,Matabeleland-North,ZW,3543,-18.62989998,27.02099991,Africa/Harare
WKI,Hwange Airport,Hwange,Matabeleland-North,ZW,2500,-18.36249924,26.51670074,Africa/Harare
CEH,Chelinda Malawi Airport,,Northern-Region,MW,7759,-10.55000019,33.79999924,Africa/Blantyre
BLZ,Chileka International Airport,Blantyre,Southern-Region,MW,2555,-15.67910004,34.97399902,Africa/Blantyre
CMK,Club Makokola Airport,Club Makokola,Southern-Region,MW,1587,-14.30690002,35.13249969,Africa/Blantyre
DWA,Dwangwa Airport,Dwangwa,Central-Region,MW,1605,-12.51830006,34.13190079,Africa/Blantyre
KGJ,Karonga Airport,Karonga,,MW,1765,-9.953570366,33.89300156,Africa/Blantyre
KBQ,Kasungu Airport,Kasungu,Central-Region,MW,3470,-13.0145998,33.46860123,Africa/Blantyre
LLW,Lilongwe International Airport,Lilongwe,Central-Region,MW,4035,-13.7894001,33.78099823,Africa/Blantyre
LIX,Likoma Island Airport,Likoma Island,Northern-Region,MW,1600,-12.08300018,34.73300171,Africa/Blantyre
MAI,Mangochi Airport,Mangochi,Southern-Region,MW,1580,-14.4829998,35.26699829,Africa/Blantyre
MYZ,Monkey Bay Airport,Monkey Bay,Southern-Region,MW,1580,-14.08360004,34.91970062,Africa/Blantyre
LMB,Salima Airport,Salima,Central-Region,MW,1688,-13.7558927,34.58418846,Africa/Blantyre
ZZU,Mzuzu Airport,Mzuzu,Northern-Region,MW,4115,-11.44470024,34.01179886,Africa/Blantyre
LEF,Lebakeng Airport,Lebakeng,Thaba-Tseka,LS,6000,-29.89080048,28.65559959,Africa/Maseru
LRB,Leribe Airport,Leribe,Leribe,LS,5350,-28.85560036,28.05279922,Africa/Maseru
LES,Lesobeng Airport,Lesobeng,Thaba-Tseka,LS,7130,-29.78289986,28.31669998,Africa/Maseru
MFC,Mafeteng Airport,Mafeteng,Mafeteng,LS,5350,-29.80109978,27.24360085,Africa/Maseru
MKH,Mokhotlong Airport,Mokhotlong,Mokhotlong,LS,7200,-29.28179932,29.07279968,Africa/Maseru
MSU,Moshoeshoe I International Airport,Maseru,Maseru,LS,5348,-29.46229935,27.55249977,Africa/Maseru
NKU,Nkaus Airport,Nkaus,Mohaleʼs-Hoek,LS,5621,-30.02169991,28.19689941,Africa/Maseru
PEL,Pelaneng Airport,Pelaneng,Leribe,LS,7200,-29.12059975,28.50530052,Africa/Maseru
UTG,Quthing Airport,Quthing,Quthing,LS,5350,-30.40749931,27.69330025,Africa/Maseru
UNE,Qacha's Nek Airport,Qacha's Nek,Qachaʼs-Nek,LS,6100,-30.11170006,28.6718998,Africa/Maseru
SHK,Sehonghong Airport,Sehonghong,Thaba-Tseka,LS,6500,-29.73089981,28.76889992,Africa/Maseru
SKQ,Sekakes Airport,Sekakes,Mohaleʼs-Hoek,LS,5700,-30.03890038,28.37030029,Africa/Maseru
SOK,Semonkong Airport,Semonkong,Maseru,LS,7200,-29.83860016,28.05999947,Africa/Maseru
SHZ,Seshutes Airport,Seshutes,Leribe,LS,7000,-29.26759911,28.5522995,Africa/Maseru
THB,Thaba-Tseka Airport,Thaba-Tseka,Thaba-Tseka,LS,7500,-29.52280045,28.61580086,Africa/Maseru
TKO,Tlokoeng Airport,Tlokoeng,Mokhotlong,LS,7000,-29.2329998,28.88299942,Africa/Maseru
ADI,Arandis Airport,Arandis,,NA,1905,-22.46220016,14.97999954,Africa/Windhoek
GOG,Gobabis Airport,Gobabis,,NA,4731,-22.50440025,18.97310066,Africa/Windhoek
GFY,Grootfontein Airport,Grootfontein,Otjozondjupa,NA,4636,-19.60219955,18.12269974,Africa/Windhoek
MPA,Katima Mulilo Airport,Mpacha,Zambezi,NA,3144,-17.63439941,24.17670059,Africa/Windhoek
KMP,Keetmanshoop Airport,Keetmanshoop,Karas,NA,3506,-26.53980064,18.1114006,Africa/Windhoek
LUD,Luderitz Airport,Luderitz,Karas,NA,457,-26.68740082,15.24289989,Africa/Windhoek
OKU,Mokuti Lodge Airport,Mokuti Lodge,,NA,3665,-18.81279945,17.05940056,Africa/Windhoek
NNI,Namutoni Airport,Namutoni,,NA,3579,-18.8064003,16.92720032,Africa/Windhoek
OND,Ondangwa Airport,Ondangwa,,NA,3599,-17.87820053,15.95259953,Africa/Windhoek
OMG,Omega Airport,Omega,,NA,3346,-18.03030014,22.18969917,Africa/Windhoek
OMD,Oranjemund Airport,Oranjemund,Karas,NA,14,-28.58469963,16.44669914,Africa/Windhoek
OKF,Okaukuejo Airport,Okaukuejo,Kunene,NA,3911,-19.14920044,15.91189957,Africa/Windhoek
NDU,Rundu Airport,Rundu,,NA,3627,-17.9564991,19.71940041,Africa/Windhoek
SWP,Swakopmund Airport,Swakopmund,Erongo,NA,207,-22.66189957,14.56809998,Africa/Windhoek
TSB,Tsumeb Airport,Tsumeb,,NA,4353,-19.26189995,17.73250008,Africa/Windhoek
WVB,Walvis Bay Airport,Walvis Bay,Erongo,NA,299,-22.97990036,14.64529991,Africa/Windhoek
ERS,Eros Airport,Windhoek,Khomas,NA,5575,-22.61219978,17.08040047,Africa/Windhoek
WDH,Hosea Kutako International Airport,Windhoek,Khomas,NA,5640,-22.47990036,17.47089958,Africa/Windhoek
FIH,Ndjili International Airport,Kinshasa,,CD,1027,-4.385749817,15.44460011,Africa/Kinshasa
NLO,Ndolo Airport,,Kinshasa,CD,915,-4.326660156,15.32750034,Africa/Kinshasa
MNB,Muanda Airport,,Bas-Congo,CD,89,-5.930860043,12.35179996,Africa/Kinshasa
BOA,Boma Airport,Boma,Bas-Congo,CD,26,-5.854000092,13.06400013,Africa/Kinshasa
LZI,Luozi Airport,Luozi,Bas-Congo,CD,722,-4.949999809,14.13300037,Africa/Kinshasa
MAT,Tshimpi Airport,Matadi,Bas-Congo,CD,1115,-5.799610138,13.44040012,Africa/Kinshasa
NKL,Nkolo Fuma Airport,Nkolo Fuma,Bas-Congo,CD,1476,-5.449999809,14.83300018,Africa/Kinshasa
INO,Inongo Airport,Inongo,,CD,1040,-1.947219968,18.28580093,Africa/Kinshasa
NIO,Nioki Airport,Nioki,,CD,1043,-2.717499971,17.68470001,Africa/Kinshasa
FDU,Bandundu Airport,,Kwilu,CD,1063,-3.311320067,17.38170052,Africa/Kinshasa
KRZ,Basango Mboliasa Airport,Kiri,,CD,1013,-1.434999943,19.02400017,Africa/Kinshasa
KKW,Kikwit Airport,,Kwilu,CD,1572,-5.035769939,18.78560066,Africa/Kinshasa
IDF,Idiofa Airport,Idiofa,,CD,2299,-5,19.60000038,Africa/Kinshasa
LUS,Lusanga Airport,Lusanga,,CD,1365,-4.800000191,18.71699905,Africa/Kinshasa
MSM,Masi Manimba Airport,Masi Manimba,,CD,1952,-4.782999992,17.85000038,Africa/Kinshasa
MDK,Mbandaka Airport,Mbandaka,Équateur,CD,1040,0.022600001,18.2887001,Africa/Kinshasa
BSU,Basankusu Airport,Basankusu,Équateur,CD,1217,1.224720001,19.78890038,Africa/Kinshasa
LIE,Libenge Airport,Libenge,Équateur,CD,1125,3.632999897,18.63299942,Africa/Kinshasa
BDT,Gbadolite Airport,,Équateur,CD,1509,4.253210068,20.97529984,Africa/Kinshasa
GMA,Gemena Airport,Gemena,Sud-Ubangi,CD,1378,3.235369921,19.77129936,Africa/Kinshasa
KLI,Kotakoli Airport,,Équateur,CD,1801,4.15763998,21.65089989,Africa/Kinshasa
BMB,Bumbar Airport,Bumbar,Équateur,CD,0,2.182780027,22.4817009,Africa/Kinshasa
LIQ,Lisala Airport,,Équateur,CD,1509,2.170660019,21.49690056,Africa/Kinshasa
BNB,Boende Airport,Boende,Équateur,CD,1168,-0.216999993,20.85000038,Africa/Kinshasa
IKL,Ikela Airport,Ikela,Équateur,CD,1283,-1.200000048,23.28300095,Africa/Kinshasa
FKI,Bangoka International Airport,Kisangani,Tshopo,CD,1417,0.481638998,25.33799934,Africa/Lubumbashi
YAN,Yangambi Airport,Yangambi,,CD,1378,0.782999992,24.46699905,Africa/Lubumbashi
IRP,Matari Airport,,,CD,2438,2.827610016,27.58830071,Africa/Lubumbashi
BUX,Bunia Airport,,,CD,4045,1.565719962,30.2208004,Africa/Lubumbashi
BZU,Buta Zega Airport,,,CD,1378,2.818350077,24.79369926,Africa/Lubumbashi
BKY,Bukavu Kavumu Airport,,,CD,5643,-2.308979988,28.80879974,Africa/Lubumbashi
RUE,Rughenda Airfield,Butembo,Nord-Kivu,CD,5757,0.117142,29.312992,Africa/Lubumbashi
GOM,Goma International Airport,Goma,,CD,5089,-1.670809984,29.2385006,Africa/Kigali
BNC,Beni Airport,Beni,Nord-Kivu,CD,3517,0.574999988,29.47389984,Africa/Lubumbashi
KND,Kindu Airport,Kindu,Maniema,CD,1630,-2.919179916,25.91539955,Africa/Lubumbashi
KLY,Kinkungwa Airport,Kalima,,CD,1808,-2.578000069,26.73399925,Africa/Lubumbashi
PUN,Punia Airport,Punia,,CD,1742,-1.366999984,26.33300018,Africa/Lubumbashi
FBM,Lubumbashi International Airport,Lubumbashi,,CD,4295,-11.59130001,27.53089905,Africa/Lubumbashi
PWO,Pweto Airport,Pweto,,CD,3425,-8.467000008,28.88299942,Africa/Lubumbashi
KEC,Kasenga Airport,Kasenga,Haut-Katanga,CD,3146,-10.35000038,28.63299942,Africa/Lubumbashi
KWZ,Kolwezi Airport,,Lualaba,CD,5007,-10.76589966,25.50569916,Africa/Lubumbashi
MNO,Manono Airport,Manono,Tanganika,CD,2077,-7.288889885,27.39439964,Africa/Lubumbashi
BDV,Moba Airport,Moba,,CD,2953,-7.066999912,29.78300095,Africa/Lubumbashi
FMI,Kalemie Airport,,Tanganika,CD,2569,-5.875559807,29.25,Africa/Lubumbashi
KBO,Kabalo Airport,Kabalo,,CD,1840,-6.083000183,26.91699982,Africa/Lubumbashi
KOO,Kongolo Airport,Kongolo,,CD,1850,-5.394440174,26.98999977,Africa/Lubumbashi
KMN,Kamina Base Airport,,,CD,3543,-8.642020226,25.25289917,Africa/Lubumbashi
KAP,Kapanga Airport,Kapanga,,CD,3025,-8.350000382,22.58300018,Africa/Lubumbashi
KNM,Kaniama Airport,Kaniama,Haut-Lomani,CD,2772,-7.583000183,24.14999962,Africa/Lubumbashi
KGA,Kananga Airport,Kananga,Kasaï-Central,CD,2139,-5.900050163,22.46920013,Africa/Lubumbashi
LZA,Luiza Airport,Luiza,,CD,2890,-7.183000088,22.39999962,Africa/Lubumbashi
TSH,Tshikapa Airport,Tshikapa,,CD,1595,-6.438330174,20.79470062,Africa/Lubumbashi
LJA,Lodja Airport,Lodja,Kasaï-Oriental,CD,1647,-3.417000055,23.45000076,Africa/Lubumbashi
LBO,Lusambo Airport,Lusambo,Sankuru,CD,1407,-4.961669922,23.37829971,Africa/Lubumbashi
MEW,Mweka Airport,Mweka,,CD,1968,-4.849999905,21.54999924,Africa/Lubumbashi
BAN,Basongo Airport,Basongo,,CD,1640,-4.316999912,20.43300056,Africa/Lubumbashi
PFR,Ilebo Airport,Ilebo,Kasai,CD,1450,-4.333000183,20.58300018,Africa/Lubumbashi
MJM,Mbuji Mayi Airport,Mbuji Mayi,Kasaï-Oriental,CD,2221,-6.121240139,23.56900024,Africa/Lubumbashi
GDJ,Gandajika Airport,Gandajika,Lomami,CD,2618,-6.732999802,23.95000076,Africa/Lubumbashi
KBN,Tunta Airport,Kabinda,Kasaï-Oriental,CD,2766,-6.132999897,24.4829998,Africa/Lubumbashi
BKO,Senou Airport,Senou,Bamako,ML,1247,12.53349972,-7.949940205,Africa/Bamako
GUD,Goundam Airport,Goundam,Gao,ML,866,16.3614006,-3.599720001,Africa/Bamako
GAQ,Gao Airport,,Gao,ML,870,16.24839973,-0.005456,Africa/Bamako
KNZ,Kenieba Airport,Kenieba,Kayes,ML,449,12.83300018,-11.25,Africa/Bamako
KTX,Koutiala Airport,Koutiala,Sikasso,ML,1240,12.38300037,-5.467000008,Africa/Bamako
KYS,Kayes Dag Dag Airport,,Kayes,ML,164,14.48120022,-11.40439987,Africa/Bamako
MZI,Ambodedjo Airport,,Mopti,ML,906,14.51280022,-4.079559803,Africa/Bamako
NRM,Nara Airport,Nara,Koulikoro,ML,889,15.21700001,-7.267000198,Africa/Bamako
NIX,Nioro du Sahel Airport,Nioro du Sahel,Kayes,ML,778,15.23810005,-9.576109886,Africa/Bamako
KSS,Sikasso Airport,Sikasso,Sikasso,ML,1378,11.33300018,-5.699999809,Africa/Bamako
TOM,Timbuktu Airport,Timbuktu,Tombouctou,ML,863,16.73049927,-3.007580042,Africa/Bamako
EYL,Yelimane Airport,Yelimane,Kayes,ML,325,15.13300037,-10.56700039,Africa/Bamako
BJL,Banjul International Airport,Banjul,Western,GM,95,13.3380003,-16.6522007,Africa/Banjul
FUE,Fuerteventura Airport,Fuerteventura Island,Canary-Islands,ES,85,28.45269966,-13.86380005,Atlantic/Canary
 La,La Gomera Airport,Alajero,Canary-Islands,ES,716,28.02960014,-17.21459961,Atlantic/Canary
VDE,Hierro Airport,El Hierro Island,Canary-Islands,ES,103,27.81480026,-17.88710022,Atlantic/Canary
LPA,Gran Canaria Airport,Gran Canaria Island,Canary-Islands,ES,78,27.93190002,-15.38659954,Atlantic/Canary
ACE,Lanzarote Airport,Lanzarote Island,Canary-Islands,ES,46,28.94549942,-13.60519981,Atlantic/Canary
TFS,Tenerife South Airport,Tenerife Island,Canary-Islands,ES,209,28.04450035,-16.57250023,Atlantic/Canary
TFN,Tenerife Norte Airport,Tenerife Island,Canary-Islands,ES,2076,28.48270035,-16.34149933,Atlantic/Canary
MLN,Melilla Airport,Melilla Island,Melilla,ES,156,35.27980042,-2.956259966,Europe/Madrid
BTE,Sherbro International Airport,Bonthe,Southern-Province,SL,14,7.532420158,-12.51889992,Africa/Freetown
KBS,Bo Airport,Bo,Southern-Province,SL,328,7.944399834,-11.76099968,Africa/Freetown
GBK,Gbangbatok Airport,Gbangbatok,Southern-Province,SL,75,7.767000198,-12.38300037,Africa/Freetown
HGS,Hastings Airport,Freetown,Western-Area,SL,60,8.397130013,-13.12909985,Africa/Freetown
KBA,Kabala Airport,Kabala,Northern-Province,SL,1012,9.638322913,-11.51556015,Africa/Freetown
KEN,Kenema Airport,Kenema,Eastern-Province,SL,485,7.891290188,-11.17660046,Africa/Freetown
FNA,Lungi International Airport,Freetown,Northern-Province,SL,84,8.616439819,-13.19550037,Africa/Freetown
